"3/11/18, 11:32",File: Lekciq 1,File,Course module viewed,The user with id '2' viewed the 'resource' activity with course module id '708'.,web,212.5.158.162
"3/11/18, 09:10",File: Konspekt 2017-2018,File,Course module viewed,The user with id '7183' viewed the 'resource' activity with course module id '4808'.,web,130.204.164.14
"3/11/18, 09:09",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7183' viewed the 'resource' activity with course module id '1084'.,web,130.204.164.14
"3/11/18, 09:08",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7183' viewed the 'resource' activity with course module id '5104'.,web,130.204.164.14
"2/11/18, 11:15",File: Uprajnenie 4,File,Course module viewed,The user with id '7160' viewed the 'resource' activity with course module id '734'.,web,193.57.20.13
"2/11/18, 11:15",File: Uprajnenie 5,File,Course module viewed,The user with id '7160' viewed the 'resource' activity with course module id '735'.,web,193.57.20.13
"2/11/18, 11:15",File: Uprajnenie 6,File,Course module viewed,The user with id '7160' viewed the 'resource' activity with course module id '736'.,web,193.57.20.13
"2/11/18, 11:15",File: Uprajnenie 7,File,Course module viewed,The user with id '7160' viewed the 'resource' activity with course module id '737'.,web,193.57.20.13
"2/11/18, 11:15",File: Uprajnenie 7,File,Course module viewed,The user with id '7160' viewed the 'resource' activity with course module id '737'.,web,193.57.20.13
"2/11/18, 11:15",File: Uprajneniq 9 и 10,File,Course module viewed,The user with id '7160' viewed the 'resource' activity with course module id '1605'.,web,193.57.20.13
"2/11/18, 11:15",File: Uprajnenie 8,File,Course module viewed,The user with id '7160' viewed the 'resource' activity with course module id '1594'.,web,193.57.20.13
"2/11/18, 11:15",File: Uprajnenie 5,File,Course module viewed,The user with id '7160' viewed the 'resource' activity with course module id '735'.,web,193.57.20.13
"31/10/18, 23:09",File: Lekciq 7,File,Course module viewed,The user with id '7146' viewed the 'resource' activity with course module id '1588'.,web,78.90.132.185
"31/10/18, 22:59",File: Lekciq 7,File,Course module viewed,The user with id '7146' viewed the 'resource' activity with course module id '1588'.,web,78.90.132.185
"31/10/18, 22:57",File: Lekciq 6,File,Course module viewed,The user with id '7146' viewed the 'resource' activity with course module id '1587'.,web,78.90.132.185
"31/10/18, 22:47",File: Lekciq 4,File,Course module viewed,The user with id '7146' viewed the 'resource' activity with course module id '1578'.,web,78.90.132.185
"31/10/18, 22:47",File: Lekciq 5,File,Course module viewed,The user with id '7146' viewed the 'resource' activity with course module id '1579'.,web,78.90.132.185
"31/10/18, 10:18",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '6720' viewed the 'resource' activity with course module id '5104'.,web,78.90.105.186
"31/10/18, 10:04",File: Uprajnenie 1,File,Course module viewed,The user with id '7234' viewed the 'resource' activity with course module id '731'.,web,78.90.51.185
"31/10/18, 09:57",File: Uprajnenie 6,File,Course module viewed,The user with id '7098' viewed the 'resource' activity with course module id '736'.,web,81.161.240.52
"31/10/18, 09:57",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7098' viewed the 'resource' activity with course module id '5104'.,web,81.161.240.52
"31/10/18, 09:45",File: Uprajnenie 3,File,Course module viewed,The user with id '7095' viewed the 'resource' activity with course module id '733'.,web,149.62.205.86
"31/10/18, 09:19",File: Uprajnenie 2,File,Course module viewed,The user with id '7095' viewed the 'resource' activity with course module id '732'.,web,149.62.205.86
"30/10/18, 20:51",File: Uprajnenie 4,File,Course module viewed,The user with id '7160' viewed the 'resource' activity with course module id '734'.,web,78.90.96.111
"30/10/18, 18:25",File: Lekciq 7,File,Course module viewed,The user with id '7256' viewed the 'resource' activity with course module id '1588'.,web,78.90.105.184
"30/10/18, 18:25",File: Lekciq 8,File,Course module viewed,The user with id '7256' viewed the 'resource' activity with course module id '1589'.,web,78.90.105.184
"30/10/18, 18:25",File: Lekciq 6,File,Course module viewed,The user with id '7256' viewed the 'resource' activity with course module id '1587'.,web,78.90.105.184
"30/10/18, 17:38",Forum: Новиnaрски форум,Forum,Discussion viewed,The user with id '7091' has viewed the discussion with id '209' in the forum with course module id '81'.,web,95.42.16.29
"30/10/18, 17:38",Forum: Новиnaрски форум,Forum,Discussion viewed,The user with id '7091' has viewed the discussion with id '209' in the forum with course module id '81'.,web,95.42.16.29
"30/10/18, 17:38",Forum: Новиnaрски форум,Forum,Course module viewed,The user with id '7091' viewed the 'forum' activity with course module id '81'.,web,95.42.16.29
"30/10/18, 17:38",Forum: Новиnaрски форум,Forum,Discussion viewed,The user with id '7091' has viewed the discussion with id '209' in the forum with course module id '81'.,web,95.42.16.29
"30/10/18, 17:38",Forum: Новиnaрски форум,Forum,Course module viewed,The user with id '7091' viewed the 'forum' activity with course module id '81'.,web,95.42.16.29
"30/10/18, 17:37",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7091' viewed the 'resource' activity with course module id '1084'.,web,95.42.16.29
"30/10/18, 17:37",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7091' viewed the 'resource' activity with course module id '1084'.,web,95.42.16.29
"30/10/18, 17:35",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7091' viewed the 'resource' activity with course module id '5104'.,web,95.42.16.29
"30/10/18, 17:35",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7091' viewed the 'resource' activity with course module id '5104'.,web,95.42.16.29
"30/10/18, 15:17",File: Lekciq 9,File,Course module viewed,The user with id '2' viewed the 'resource' activity with course module id '1590'.,web,62.44.101.78
"30/10/18, 15:17",File: Lekciq 9,System,Course module updated,The user with id '2' updated the 'resource' activity with course module id '1590'.,web,62.44.101.78
"30/10/18, 15:16",File: Lekciq 9,System,Course module updated,The user with id '2' updated the 'resource' activity with course module id '1590'.,web,62.44.101.78
"30/10/18, 15:16",File: Lekciq 7,File,Course module viewed,The user with id '2' viewed the 'resource' activity with course module id '1588'.,web,62.44.101.78
"30/10/18, 15:16",File: Lekciq 8,File,Course module viewed,The user with id '2' viewed the 'resource' activity with course module id '1589'.,web,62.44.101.78
"30/10/18, 15:16",File: Lekciq 8,System,Course module updated,The user with id '2' updated the 'resource' activity with course module id '1589'.,web,62.44.101.78
"30/10/18, 15:16",File: Lekciq 8,System,Course module updated,The user with id '2' updated the 'resource' activity with course module id '1589'.,web,62.44.101.78
"30/10/18, 15:15",File: Lekciq 7,System,Course module updated,The user with id '2' updated the 'resource' activity with course module id '1588'.,web,62.44.101.78
"30/10/18, 15:15",File: Lekciq 7,File,Course module viewed,The user with id '2' viewed the 'resource' activity with course module id '1588'.,web,62.44.101.78
"30/10/18, 15:14",File: Lekciq 6,File,Course module viewed,The user with id '2' viewed the 'resource' activity with course module id '1587'.,web,62.44.101.78
"30/10/18, 15:14",File: Lekciq 7,System,Course module updated,The user with id '2' updated the 'resource' activity with course module id '1588'.,web,62.44.101.78
"30/10/18, 15:13",File: Lekciq 5,File,Course module viewed,The user with id '2' viewed the 'resource' activity with course module id '1579'.,web,62.44.101.78
"30/10/18, 15:13",File: Lekciq 6,File,Course module viewed,The user with id '2' viewed the 'resource' activity with course module id '1587'.,web,62.44.101.78
"30/10/18, 10:04",File: Primerna zadacha za izpit,File,Course module viewed,The user with id '7286' viewed the 'resource' activity with course module id '905'.,web,149.62.205.125
"30/10/18, 09:05",File: Uprajnenie 2,File,Course module viewed,The user with id '7203' viewed the 'resource' activity with course module id '732'.,web,81.161.243.115
"30/10/18, 09:05",File: Uprajnenie 2,File,Course module viewed,The user with id '7203' viewed the 'resource' activity with course module id '732'.,web,81.161.243.115
"29/10/18, 21:17",File: Primerna zadacha za izpit,File,Course module viewed,The user with id '7241' viewed the 'resource' activity with course module id '905'.,web,77.70.26.251
"29/10/18, 21:16",File: Primerna zadacha za izpit,File,Course module viewed,The user with id '7241' viewed the 'resource' activity with course module id '905'.,web,77.70.26.251
"29/10/18, 21:16",File: Lekciq 1,File,Course module viewed,The user with id '7241' viewed the 'resource' activity with course module id '708'.,web,77.70.26.251
"29/10/18, 21:15",Forum: Новиnaрски форум,Forum,Discussion viewed,The user with id '7241' has viewed the discussion with id '209' in the forum with course module id '81'.,web,77.70.26.251
"29/10/18, 21:15",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7241' viewed the 'resource' activity with course module id '1084'.,web,77.70.26.251
"29/10/18, 21:15",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7241' viewed the 'resource' activity with course module id '5104'.,web,77.70.26.251
"29/10/18, 10:01",File: Uprajnenie 4,File,Course module viewed,The user with id '7158' viewed the 'resource' activity with course module id '734'.,web,94.155.72.232
"29/10/18, 10:01",File: Uprajnenie 3,File,Course module viewed,The user with id '7158' viewed the 'resource' activity with course module id '733'.,web,94.155.72.232
"29/10/18, 10:00",File: Uprajnenie 2,File,Course module viewed,The user with id '7158' viewed the 'resource' activity with course module id '732'.,web,94.155.72.232
"28/10/18, 19:06",File: Lekciq 1,File,Course module viewed,The user with id '7158' viewed the 'resource' activity with course module id '708'.,web,83.148.87.46
"28/10/18, 19:05",File: Uprajnenie 1,File,Course module viewed,The user with id '7158' viewed the 'resource' activity with course module id '731'.,web,83.148.87.46
"28/10/18, 19:05",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7158' viewed the 'resource' activity with course module id '5104'.,web,83.148.87.46
"28/10/18, 11:45",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7284' viewed the 'resource' activity with course module id '1084'.,web,78.90.105.200
"28/10/18, 11:44",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7284' viewed the 'resource' activity with course module id '5104'.,web,78.90.105.200
"28/10/18, 09:30",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7269' viewed the 'resource' activity with course module id '1084'.,web,78.90.22.215
"27/10/18, 20:05",File: Konspekt 2017-2018,File,Course module viewed,The user with id '7135' viewed the 'resource' activity with course module id '4808'.,web,46.10.132.229
"27/10/18, 20:04",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7135' viewed the 'resource' activity with course module id '5104'.,web,46.10.132.229
"27/10/18, 19:18",File: Uprajnenie 1,File,Course module viewed,The user with id '7269' viewed the 'resource' activity with course module id '731'.,web,78.90.22.215
"27/10/18, 14:10",File: Lekciq  3,File,Course module viewed,The user with id '7284' viewed the 'resource' activity with course module id '710'.,web,78.90.105.200
"27/10/18, 14:10",File: Uprajnenie 1,File,Course module viewed,The user with id '7284' viewed the 'resource' activity with course module id '731'.,web,78.90.105.200
"27/10/18, 14:09",File: Lekciq 1,File,Course module viewed,The user with id '7284' viewed the 'resource' activity with course module id '708'.,web,78.90.105.200
"27/10/18, 14:08",File: Lekciq 2,File,Course module viewed,The user with id '7271' viewed the 'resource' activity with course module id '709'.,web,78.90.105.141
"27/10/18, 14:07",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7271' viewed the 'resource' activity with course module id '5104'.,web,78.90.105.141
"27/10/18, 14:07",File: Lekciq 2,File,Course module viewed,The user with id '7271' viewed the 'resource' activity with course module id '709'.,web,78.90.105.141
"27/10/18, 14:05",File: Lekciq 1,File,Course module viewed,The user with id '7271' viewed the 'resource' activity with course module id '708'.,web,78.90.105.141
"27/10/18, 13:55",File: Primerna zadacha za izpit,File,Course module viewed,The user with id '7284' viewed the 'resource' activity with course module id '905'.,web,78.90.105.200
"27/10/18, 13:48",File: Primer,File,Course module viewed,The user with id '7271' viewed the 'resource' activity with course module id '1595'.,web,78.90.105.141
"27/10/18, 13:48",File: Uprajnenie 1,File,Course module viewed,The user with id '7271' viewed the 'resource' activity with course module id '731'.,web,78.90.105.141
"27/10/18, 13:48",File: Lekciq 6,File,Course module viewed,The user with id '7271' viewed the 'resource' activity with course module id '1587'.,web,78.90.105.141
"27/10/18, 00:18",File: Lekciq 6,File,Course module viewed,The user with id '7077' viewed the 'resource' activity with course module id '1587'.,web,212.5.33.6
"27/10/18, 00:18",File: Lekciq 4,File,Course module viewed,The user with id '7077' viewed the 'resource' activity with course module id '1578'.,web,212.5.33.6
"27/10/18, 00:18",File: Lekciq  3,File,Course module viewed,The user with id '7077' viewed the 'resource' activity with course module id '710'.,web,212.5.33.6
"27/10/18, 00:17",File: Lekciq 2,File,Course module viewed,The user with id '7077' viewed the 'resource' activity with course module id '709'.,web,212.5.33.6
"27/10/18, 00:12",File: Lekciq 1,File,Course module viewed,The user with id '7077' viewed the 'resource' activity with course module id '708'.,web,212.5.33.6
"27/10/18, 00:11",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7077' viewed the 'resource' activity with course module id '1084'.,web,212.5.33.6
"26/10/18, 19:42",File: Primerna zadacha za izpit,File,Course module viewed,The user with id '7159' viewed the 'resource' activity with course module id '905'.,web,178.254.197.110
"26/10/18, 19:42",File: Primer,File,Course module viewed,The user with id '7159' viewed the 'resource' activity with course module id '1592'.,web,178.254.197.110
"26/10/18, 19:42",File: Uprajnenie 1,File,Course module viewed,The user with id '7159' viewed the 'resource' activity with course module id '731'.,web,178.254.197.110
"26/10/18, 19:41",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7159' viewed the 'resource' activity with course module id '1084'.,web,178.254.197.110
"26/10/18, 19:41",File: Spisak na studentite za poluchavane na proekti za osvobojdavane ot izpit po PE (2018-2019),File,Course module viewed,The user with id '7159' viewed the 'resource' activity with course module id '5104'.,web,178.254.197.110
"26/10/18, 18:21",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7246' viewed the 'resource' activity with course module id '1084'.,web,78.90.22.193
"26/10/18, 16:21",File: Spisak kursovi zadachi,File,Course module viewed,The user with id '7269' viewed the 'resource' activity with course module id '1084'.,web,78.90.22.215
"26/10/18, 16:18",File: Primerna zadacha za izpit,File,Course module viewed,The user with id '7269' viewed the 'resource' activity with course module id '905'.,web,78.90.22.215
